,cX,cY,topoSig
0,2,14,0100010001000100010001000100
1,3,7,000111000101000111000
2,2,3,000100
3,2,8,0011001100010011
4,2,9,001100110010001100
5,2,8,1100110010001100
6,2,4,11000100
7,2,5,0011000100
8,2,6,110001001100
9,2,8,1100110001001100
10,3,14,000011000011000011000011000011000011000010
11,2,5,0010001100
12,2,5,0010001100
13,3,14,011000011000011000011000011000011000010000
14,3,11,000111000100000111000001000111000
15,3,10,111000100000111000001000111000
16,4,8,00000011000010000000000100001111
17,4,9,000000110000100000000001000011110000
18,8,13,00000000000111110000000011111110000000001111100000000000001111110000000001111100000000000000111100000000
19,4,8,01110000111100001100000011100000
20,4,9,000001110000111100001100000011100000
21,8,12,000111110000000011111110000000001111100000000000001111110000000001111100000000000000111100000000
22,4,10,0000111100001011000011110000111100000001
23,8,14,0001111100000000111111110000000010000000000000001111011100000000111111110000000000000010000000000011111100000000
24,4,10,1111000010110000111100001111000000010000
25,8,14,0000000000011111000000001111111100000000100000000000000011110111000000001111111100000000000000100000000000111111
26,7,11,00000000000001000000000111110000000111110000000000000111000000001100000000000
27,8,12,111111110000000000011111000000001111110100000000111101110000000011111111000000001011111100000000
28,3,11,000110000111000100000111000111000
29,8,12,000000110000000011000001000000001111111100000000011101110000000011111111000000001110000000000000
30,8,12,000000000000001100000000110000010000000011111111000000000111011100000000111111110000000011100000
31,6,10,011111000000001111000000111000000000111101000000111111000000
32,6,11,000000011111000000001111000000111000000000111101000000111111000000
33,11,10,11000000000000000000000000011111100000000000011111101110000000000011100011110000000000001111000001100000000000
34,11,11,0000000000011000000000000000000000000011111100000000000011111101110000000000011100011110000000000001111000001100000000000
35,7,9,000000011111100000000110111100000000111100000000000001110000000
36,7,9,000000011111100000000110111100000000111100000000000001110000000
37,5,10,00000110000000011111000000001100000100000000011110
38,8,12,000000001111111100000000000111110000000011111101000000001111011100000000111111110000000010111111
39,5,7,00000111100000001100000001100000000
40,5,7,00000111100000001100000001100000000
41,7,9,000000000000110000000100000000000000011111000000011101100000000
42,7,9,000000000000110000000100000000000000011111000000011101100000000
43,7,10,0000001000000000111110000000111110000000000000111000000001100000000000
44,8,12,000000001111111100000000111000000000000011111110000000001111011100000000010000000000000011111100
45,5,11,0000011000000001111100000000110000010000000001111000000
46,7,14,00000001111111000000000011110000000111111100000001111011000000000000010000000110000000000001000000
47,10,12,000000001100000000001111110111000000000000000111110000000000101000000000000000000000111111000000000011111111100000000000
48,10,13,0000000000000000001100000000001111110111000000000000000111110000000000101000000000000000000000111111000000000011111111100000000000
49,5,10,00111000001000100000000110000011111000001111100000
50,5,10,00000001110000010001000000001100000111110000011111
51,6,12,111100000000110000000000000001000000000111000000100000000000111111000000
52,6,12,000000111100000000110000000000000001000000000111000000100000000000111111
53,9,14,111110001000000000111100000000000000001111111000000000111000011000000000111111111000000000000000111000000000011111111000000000
54,9,14,000000000111110001000000000111100000000000000001111111000000000111000011000000000111111111000000000000000111000000000011111111
55,7,14,11111110000000000111100000001111111000000011110110000000000000100000001100000000000010000000000000
56,7,14,00000001111000000000011111110000000111111100000001110001000000011000000000000011110000000001111111
57,7,14,00000110000000001111100000001111111000000000001110000000000111100000001000000000000000000010000000
58,7,14,00000000000011000000000111110000000111111100000000000111000000000011110000000100000000000000000001
59,6,12,100000000000111111000000110000000000111000000000111111000000111101000000
60,6,12,000000100000000000111111000000110000000000111000000000111111000000111101
61,7,10,0000011000000001111100000000001100000000001110000000000011111110000000
62,7,11,00000000000011000000001111100000000001100000000001110000000000011111110000000
63,7,11,00000001100111000000010000110000000111111000000000001111000000011111110000000
64,7,10,0000000110011100000001000011000000011111100000000000111100000001111111
65,9,12,111111110000000000111111111000000000110001111000000000111111111000000000000111000000000000011100011000000000
66,7,12,111000000000000000011000000000111110000000111100000000001111110000000001111110000000
67,5,10,01111000001111100000111010000011111000000011100000
68,7,11,00000000001111000000000111110000000100011100000000000011000000011111100000000
69,7,10,0000000000111100000000011111000000010001110000000000001100000001111110
70,7,12,111111100000001100000000000010001100000000111000000000001111111000000011111000000000
71,7,13,0000000111111100000001100000000000010001100000000111000000000001111111000000011111000000000
72,6,10,110000000000000011000000000111000000011110000000111111000000
73,6,10,000000110000000000000011000000000111000000011110000000111111
74,5,9,000001000000000111110000000110000001110000000
75,5,9,000001000000000111110000000110000001110000000
76,8,12,111111110000000011100000000000001111111000000000111101110000000001000000000000001111110000000000
77,7,12,000000011100000000000000001100000000011111000000011110000000000111111000000000111111
78,7,10,1000000000000011111010000000111000000000000000111000000011000000000000
79,7,10,0000000100000000000001111101000000011100000000000000011100000001100000
80,8,14,1100000000000000111111110000000000000001000000001110100000000000000000110000000011111111000000001000000000000000
81,8,14,0000000011000000000000001111111100000000000000010000000011101000000000000000001100000000111111110000000010000000
82,5,9,000001000000000110110000011111000001111000000
83,5,8,0000010000000001101100000111110000011110
84,7,14,11110000000000111111100000001111111000000011100010000000110000000000000111100000000011111110000000
85,4,9,000011110000000100001100000001110000
86,3,7,000100000110000111000
87,3,7,000100000110000111000
88,5,14,1000000000111110000001111000000000100000001110000000011000001111100000
89,5,14,0000010000000001111100000011110000000001000000011100000000110000011111
90,5,11,0000011000000000011100000011100000011111000001110000000
91,5,10,00000110000000000111000000111000000111110000011100
92,7,13,0000000110000000000000011111000000001110110000000111111100000000000001000000011100000000000
93,7,12,000000011000000000000001111100000000111011000000011111110000000000000100000001110000
94,4,8,11110000000100001100000001110000
95,6,10,000000111011000000011111000000110000000000111111000000111110
96,7,14,00000110000000111111100000001111000000000000111100000000100000000000000001111000000011111110000000
97,7,14,00000000000011000000011111110000000111100000000000011110000000010000000000000000111100000001111111
98,9,12,000011111000000000111111000000000000111000000000000000011110000000000000001111100000000000111111110000000000
99,9,12,000000000000011111000000000111111000000000000111000000000000000011110000000000000001111100000000000111111110
100,5,12,111100000000111000001111100000000110000001111000001111100000
101,5,12,000001111000000001110000011111000000001100000011110000011111
102,6,10,000001000000001111000000111100000000000111000000100000000000
103,6,10,000000000001000000001111000000111100000000000111000000100000
104,6,12,111100000000111111000000101111000000111000000000111110000000111111000000
105,6,10,110000000000000110000000100000000000000011000000111111000000
106,5,11,0000011111000001100000000111100000000011000001000000000
107,5,10,00000111110000011000000001111000000000110000010000
108,6,12,111000000000011111000000110000000000111100000000111111000000111110000000
109,6,11,000000110000000000000110000000100000000000000011000000111111000000
110,5,9,000001110000000110000000011111000000111000000
111,5,9,000001110000000110000000011111000000111000000
112,7,12,111111100000000111111000000000111110000000000000100000001110011000000000001110000000
113,7,12,000000011111110000000011111100000000011111000000000000010000000111001100000000000111
114,6,12,000001000000011100000000001111000000111000000000111111000000111111000000
115,6,12,000000111100000000111111000000101111000000111000000000111110000000111111
116,6,12,111111000000111000000000111101000000100000000000001111000000111111000000
117,6,12,000000111111000000111000000000111101000000100000000000001111000000111111
118,7,12,111110000000001011111000000000011110000000000011100000001111110000000011111110000000
119,7,12,000000011111000000000101111100000000001111000000000001110000000111111000000001111111
120,9,11,000000000101111111000000000111111101000000000111110111000000000000111111000000000111100000000000000
121,9,10,000000000101111111000000000111111101000000000111110111000000000000111111000000000111100000
122,6,10,111011000000011111000000110000000000111111000000111110000000
123,8,12,000000000000001100000000110000000000000001111111000000001111000100000000111110000000000011100000
124,5,11,0000011111000001111100000111000000011000000001000100000
125,5,11,0000011111000001111100000111000000011000000001000100000
126,7,9,000000010000110000000000111100000001100001000000011110000000000
127,7,8,00000001000011000000000011110000000110000100000001111000
128,6,11,000000110000000000000111000000111101000000011111000000111111000000
129,6,10,000000110000000000000111000000111101000000011111000000111111
130,4,8,10000000000100001100000011110000
131,4,9,000010000000000100001100000011110000
132,8,12,000000110000000011000000000000000111111100000000111100010000000011111000000000001110000000000000
133,6,12,000000111111000000111000000000111111000000000011000000110000000000011110
134,6,12,111111000000011111000000001111000000000011000000111110000000111000000000
135,6,12,000000111111000000011111000000001111000000000011000000111110000000111000
136,8,12,111100000000000011111000000000000111110000000000000111110000000011000000000000001111111000000000
137,8,13,00000000111100000000000011111000000000000111110000000000000111110000000011000000000000001111111000000000
138,5,8,1100000000111000000011111000001000100000
139,5,9,000001100000000111000000011111000001000100000
140,5,10,00000110000000010000000001110000000111100000011111
141,5,10,00000011110000011111000001110100000111110000000111
142,5,12,011110000011100000001100000000111110000011111000000000100000
143,6,12,000000000001000000011100000000001111000000111000000000111111000000111111
144,5,10,11111000000000100000111000000010111000001111100000
145,5,10,00000111110000000001000001110000000101110000011111
146,5,8,0000100000111000000010111000001111100000
147,5,9,000000000100000111000000010111000001111100000
148,5,8,0111100000110000000011100000000000100000
149,5,8,0000001111000001100000000111000000000001
150,8,10,11111111000000001000000100000000111101110000000011111100000000001101111100000000
151,8,10,00000000111111110000000010000001000000001111011100000000111111000000000011011111
152,3,11,000110000111000100000111000111000
153,5,12,000000111100000111000000011000000001111100000111110000000001
154,7,12,000000100000001100000000000010001110000000111000000000001111100000000011111110000000
155,7,12,000000000000010000000110000000000001000111000000011100000000000111110000000001111111
156,4,8,00110000111000001000000011110000
157,4,8,00000011000011100000100000001111
158,5,13,00000111110000010000000001100000000111100000000011000001111100000
159,5,12,000001111100000100000000011000000001111000000000110000011111
160,6,12,111111000000111000000000111111000000000011000000110000000000011110000000
161,4,11,00001111000010000000001100000001000011110000
162,6,10,000000000001000000011111000000000111000000110000000000111100
163,7,14,11111100000000111111100000001111111000000000001110000000000001100000001101111000000001111110000000
164,7,14,00000001111110000000011111110000000111111100000000000111000000000000110000000110111100000000111111
165,7,13,0000000110000000000000000001000000011110000000000111110000000001000000000000011100000000000
166,7,12,000000011000000000000000000100000001111000000000011111000000000100000000000001110000
167,9,12,000001111000000000000000011000000000111011111000000000001111111000000000100000111000000000000000001000000000
168,9,13,000000000000001111000000000000000011000000000111011111000000000001111111000000000100000111000000000000000001000000000
169,6,12,111100000000111110000000100000000000111000000000111111000000001111000000
170,6,12,000000111100000000111110000000100000000000111000000000111111000000001111
171,6,11,000000000001000000011111000000000111000000110000000000111100000000
172,4,10,0000111100001000000000110000000100001111
173,4,14,11110000111100001111000001110000110100001111000011110000
174,4,14,00001111000011110000111100000111000011010000111100001111
175,4,8,10000000111100000001000011000000
176,4,9,000010000000111100000001000011000000
177,9,14,000000111000000000011111111000000000111000000000000000111110011000000000000011111000000000001111111000000000000000001000000000
178,9,14,000000000000000111000000000011111111000000000111000000000000000111110011000000000000011111000000000001111111000000000000000001
179,4,9,000011110000001100000110000011110000
180,4,8,00001111000000110000011000001111
181,8,12,000000000011111000000000000111110000000000000011000000000000011100000000000011110000000001111111
182,7,12,000000100000001110111000000011111000000000100000000000001111111000000000111110000000
183,7,12,000000000000010000000111011100000001111100000000010000000000000111111100000000011111
184,6,10,111011000000111111000000011111000000110000000000111110000000
185,6,11,000000111011000000111111000000011111000000110000000000111110000000
186,8,14,1111111000000000000111110000000011111111000000001111000000000000100000110000000000111111000000000000011100000000
187,8,14,0000000011111110000000000001111100000000111111110000000011110000000000001000001100000000001111110000000000000111
188,8,14,1110000100000000000001110000000001111111000000001111000000000000110000000000000011111111000000001111110000000000
189,8,14,0000000011100001000000000000011100000000011111110000000011110000000000001100000000000000111111110000000011111100
190,8,12,001111100000000000011111000000000000001100000000000001110000000000001111000000000111111100000000
191,10,14,00011111110000000000000000000100000000001111111000000000000011111000000000000000111111000000000000000000111111000000000010111111000000000000
192,6,10,000001000000001111000000100011000000000111000000111111000000
193,6,10,000000000001000000001111000000100011000000000111000000111111
194,5,12,110110000011111000000111100000111100000011111000001111100000
195,5,12,000001101100000111110000001111000001111000000111110000011111
196,6,10,111111000000111111000000110000000000011110000000111011000000
197,6,10,000000111111000000111111000000110000000000011110000000111011
198,8,12,111111110000000011100111000000001100000000000000000011100000000000000011000000001000000000000000
199,8,13,00000000111111110000000011100111000000001100000000000000000011100000000000000011000000001000000000000000
200,9,11,000000000000000001000000000111111111000000000110111000000000000111101111000000000011111100000000000
201,3,11,000001000100000111000111000111000
202,3,10,000001000100000111000111000111
203,10,14,00111111110000000000000000111100000000001000000011000000000000001111110000000000111110000000000000000000000111000000000000011111100000000000
204,10,14,00000000000011111111000000000000000011110000000000100000001100000000000000111111000000000011111000000000000000000000011100000000000001111110
205,7,13,0000000111110000000001101000000000010000000000000000000100000001111111000000011111110000000
